,Namn,Land,Pris(SEK),Literpris,Produktnummer,Förpackning,Volym(mml),Alkoholhalt(%),Sockerhalt(gram/l),passar_till,rawdata,rawdata1,Årgång,Doft,Färg,Råvaror,Smakbeskrivning,Lamm,Nöt,Fågel,Fläsk,Dessert,Vilt,Ost,nyanserad,komplex,fruktig,kryddig,fatkaraktär,utvecklad,bärig,fat,ungdomlig,Flaska,Box,Magnum,PET-flaska,Italien,Frankrike,Spanien,USA,Sydafrika,Australien,Argentina,Chile,Portugal,Nya Zeeland,Österrike
1577,Amalia,Italien,515,"Jfr.pris 686,67 kr/l', 'Jfr.pris 686,67 kr/l",['77035'],Flaska 750 ml,750.0,14.5,[],Null,"Amalia Cascina in Langa srl.', 'O.Wines and Spirits AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '27/8 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2013'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,Amalia,Italien,415,"Jfr.pris 553,33 kr/l', 'Jfr.pris 553,33 kr/l",['75894'],Flaska 750 ml,750.0,14.0,[],Null,"Amalia Cascina in Langa srl.', 'O.Wines and Spirits AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '27/8 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,Salzl,Österrike,175,"Jfr.pris 233,33 kr/l', 'Jfr.pris 233,33 kr/l",['70740'],Flaska 750 ml,750.0,13.5,[],Null,"Salzl Seewinkelhof GmbH', 'Ward Wines AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Skruvkapsyl', '3/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,Marani,Georgien,193,"Jfr.pris 257,33 kr/l', 'Jfr.pris 257,33 kr/l",['75196'],Flaska 750 ml,750.0,13.5,[],Null,"Telavi Wine Cellar', 'House of Wine Georgia AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '29/8 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,Domaine Mazurd,Frankrike,109,"Jfr.pris 145,33 kr/l', 'Jfr.pris 145,33 kr/l",['3016'],Flaska 750 ml,750.0,14.0,[],Null,"EARL Domaine Mazurd', 'Enoterra AB', '60% grenache, 30% syrah och 10% carignan.', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Druvsorterna grenache, syrah och carignan odlas framförallt i södra Frankrike, exempelvis i Côtes du Rhône, där de ofta kompletterar varandra i blandningar.  ', '1/12 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,Corino,Italien,529,"Jfr.pris 705,33 kr/l', 'Jfr.pris 705,33 kr/l",['73207'],Flaska 750 ml,750.0,14.5,[],Null,"Giovanni Corino', 'O.Wines and Spirits AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '3/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,Båstad Selection,Sydafrika,142,"Jfr.pris 189,33 kr/l', 'Jfr.pris 189,33 kr/l",['72933'],Flaska 750 ml,750.0,13.5,[],Null,"Sesfikile', 'Båstad Wine & Champagne AB', 'Shiraz och cinsault.', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Syntetkork', '10/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,Renato Corino,Italien,499,"Jfr.pris 665,33 kr/l', 'Jfr.pris 665,33 kr/l",['72207'],Flaska 750 ml,750.0,14.5,[],Null,"Azienda Agricola Renato Corino', 'O.Wines and Spirits AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '5/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,Maiana,Italien,145,"Jfr.pris 193,33 kr/l', 'Jfr.pris 193,33 kr/l",['70003'],Flaska 750 ml,750.0,13.5,[],Null,"Leone de Castris', 'P A Nilsson Vinhandel', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '12/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Mega Spileo,Grekland,259,"Jfr.pris 345,33 kr/l', 'Jfr.pris 345,33 kr/l",['72247'],Flaska 750 ml,750.0,14.0,[],Null,"Cavino Winery and Distillery Aigio S.A.', 'O.Wines and Spirits AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '12/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2011'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,Mandrarossa,Italien,149,"Jfr.pris 198,67 kr/l', 'Jfr.pris 198,67 kr/l",['73761'],Flaska 750 ml,750.0,14.0,[],Null,"Cantine Settesoli', 'Nigab', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '2/5 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,Hacienda López de Haro,Spanien,119,"Jfr.pris 158,67 kr/l', 'Jfr.pris 158,67 kr/l",['79340'],Flaska 750 ml,750.0,13.5,[],Null,"Bodega Classica', 'Quaffable Wines Sweden AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '14/5 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,Capo di Capo,Italien,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['74938'],Flaska 750 ml,750.0,13.5,[],Null,"Azienda Vincola Farina', 'Hard On AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '8/5 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,Avancez,Spanien,119,"Jfr.pris 158,67 kr/l', 'Jfr.pris 158,67 kr/l",['75803'],Flaska 750 ml,750.0,13.5,[],Null,"Bodegas Valdemar', 'Sigva AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '21/4 - 2017', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2010'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,Roquers de Samsó,Spanien,750,"Jfr.pris 1 000,00 kr/l', 'Jfr.pris 1 000,00 kr/l",['71210'],Flaska 750 ml,750.0,14.5,[],Null,"[""Celler de L'Encastell"", 'Wine Group Sweden AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '26/5 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,Toni Gelabert,Spanien,265,"Jfr.pris 353,33 kr/l', 'Jfr.pris 353,33 kr/l",['76626'],Flaska 750 ml,750.0,13.0,[],Null,"Vins Toni Gelabert', 'Johan Lidby Vinhandel AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '15/5 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,Individo,Moldavien,146,"Jfr.pris 194,67 kr/l', 'Jfr.pris 194,67 kr/l",['72377'],Flaska 750 ml,750.0,14.0,[],Null,"Chateau Vartely', 'High Coast Wine AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '6/8 - 2018', 'Har du frågor om allergener? Chatta med oss.",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,Gisselbrecht,Frankrike,139,"Jfr.pris 185,33 kr/l', 'Jfr.pris 185,33 kr/l",['2192'],Flaska 750 ml,750.0,12.5,[],Null,"Willy Gisselbrecht', 'Prime Wine Sweden AB', 'Pinot noir.', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '1/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,Gran Feudo,Spanien,89,"Jfr.pris 118,67 kr/l', 'Jfr.pris 118,67 kr/l",['2037'],Flaska 750 ml,750.0,13.0,[],Null,"Chivite', 'The Wine and Spirits Collective Sweden AB', '80% tempranillo samt 20% cabernet sauvignon och merlot.', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '1/9 - 1993', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2012'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,Neropasso,Italien,109,"Jfr.pris 145,33 kr/l', 'Jfr.pris 145,33 kr/l",['71266'],Flaska 750 ml,750.0,13.5,[],Null,"Mabis srl', 'Rewine AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '13/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,Null,Italien,363,"Jfr.pris 726,00 kr/l', 'Jfr.pris 726,00 kr/l",['72807'],Flaska 500 ml,500.0,14.0,[],Null,"Azienda Agricola Lorese di Ercoli Cristian', 'GustaVino AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '11/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,Vin Cotto Straveccio,Italien,455,"Jfr.pris 910,00 kr/l', 'Jfr.pris 910,00 kr/l",['70798'],Flaska 500 ml,500.0,14.0,[],Null,"Azienda Agricola Lorese di Ercoli Cristian', 'GustaVino AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '11/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,La Casa di Bricciano,Italien,399,"Jfr.pris 532,00 kr/l', 'Jfr.pris 532,00 kr/l",['72790'],Flaska 750 ml,750.0,13.5,[],Null,"La Casa di Bricciano', 'Engsdalens Vin AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '19/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2008'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,Côtes-du-Rhône Villages,Frankrike,145,"Jfr.pris 193,33 kr/l', 'Jfr.pris 193,33 kr/l",['71452'],Flaska 750 ml,750.0,14.0,[],Null,"[""Domaine del' Echevin"", 'Bristly Wine Agents AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', 'Producenten har angett att detta är ett naturvin', '29/5 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2018'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Heirloom Vineyards King’s Garden,Australien,69,"Jfr.pris 92,00 kr/l', 'Jfr.pris 92,00 kr/l",['6526'],Flaska 750 ml,750.0,14.5,[],Null,"Heirloom Vineyards Wine Company Pty Ltd', 'The Wine Team Global AB', 'Shiraz, grenache och mourvèdre.', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Skruvkapsyl', '1/9 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Kaesler,Australien,259,"Jfr.pris 345,33 kr/l', 'Jfr.pris 345,33 kr/l",['72071'],Flaska 750 ml,750.0,15.5,[],Null,"Kaesler Wines', 'Divine AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Skruvkapsyl', '18/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Testament Babic,Kroatien,159,"Jfr.pris 212,00 kr/l', 'Jfr.pris 212,00 kr/l",['73669'],Flaska 750 ml,750.0,14.0,[],Null,"San D.O.O.', 'Spruce Up AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '11/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,"[""L'ottava Isola""]",Italien,270,"Jfr.pris 360,00 kr/l', 'Jfr.pris 360,00 kr/l",['71172'],Flaska 750 ml,750.0,13.5,[],Null,"Tenuta di Castellaro S.r.l.', 'Engsdalens Vin AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '19/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"[""L'Enchanteur de Vray Croix De Gay""]",Frankrike,409,"Jfr.pris 545,33 kr/l', 'Jfr.pris 545,33 kr/l",['73401'],Flaska 750 ml,750.0,13.0,[],Null,"Chateau Siaurac', 'Selected French Wine Nordic HB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '23/7 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Château Le Prieuré,Frankrike,524,"Jfr.pris 698,67 kr/l', 'Jfr.pris 698,67 kr/l",['72023'],Flaska 750 ml,750.0,14.0,[],Null,"Chateau Siaurac', 'Selected French Wine Nordic HB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '23/7 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2012'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Baronne De Siaurac,Frankrike,247,"Jfr.pris 329,33 kr/l', 'Jfr.pris 329,33 kr/l",['72725'],Flaska 750 ml,750.0,13.0,[],Null,"Chateau Siaurac', 'Selected French Wine Nordic HB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '23/7 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2013'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,Sanz La Capital,Spanien,126,"Jfr.pris 168,00 kr/l', 'Jfr.pris 168,00 kr/l",['76601'],Flaska 750 ml,750.0,14.0,[],Null,"Vinos Sanz', 'DiMalda AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '18/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,Tìros,Italien,341,"Jfr.pris 454,67 kr/l', 'Jfr.pris 454,67 kr/l",['70596'],Flaska 750 ml,750.0,14.5,[],Null,"Siddura', 'DiMalda AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '18/6 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,Villa Melnik,Bulgarien,170,"Jfr.pris 226,67 kr/l', 'Jfr.pris 226,67 kr/l",['70495'],Flaska 750 ml,750.0,14.0,[],Null,"Melnik', 'Zemela Wines AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '21/4 - 2017', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2013'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,Schwarz,Österrike,329,"Jfr.pris 219,33 kr/l', 'Jfr.pris 219,33 kr/l",['70521'],Magnum 1500 ml,1500.0,13.5,[],Null,"Schwarz', 'Lively Wines Sweden AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '14/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1612,Stefano Amerighi,Italien,289,"Jfr.pris 385,33 kr/l', 'Jfr.pris 385,33 kr/l",['71969'],Flaska 750 ml,750.0,13.5,[],Null,"Stefano Amerighi', 'Vinolio AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '14/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,Gérard Bertrand,Frankrike,379,"Jfr.pris 505,33 kr/l', 'Jfr.pris 505,33 kr/l",['78441'],Flaska 750 ml,750.0,15.5,[],Null,"Gérard Bertrand', 'Ward Wines AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', 'Naturkork', '14/10 - 2019', 'Har du frågor om allergener? Chatta med oss.",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,La Buse dal Lof,Italien,255,"Jfr.pris 340,00 kr/l', 'Jfr.pris 340,00 kr/l",['75296'],Flaska 750 ml,750.0,13.5,[],Null,"La Buse dal Lôf', 'DaiFratelliWine AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '28/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,Côtes du Rhône Rouge,Frankrike,189,"Jfr.pris 126,00 kr/l', 'Jfr.pris 126,00 kr/l",['79736'],Magnum 1500 ml,1500.0,13.5,[],Null,"Union des Vignerons-Cõtes du Rhõne', 'Mondo Wine Sweden AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '28/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1616,Barbaresco,Italien,319,"Jfr.pris 425,33 kr/l', 'Jfr.pris 425,33 kr/l",['72160'],Flaska 750 ml,750.0,14.5,[],Null,"Azienda Agricola Prini e Daniele Lequio', 'Provinum Vinhandel AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '28/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,Inici,Spanien,199,"Jfr.pris 265,33 kr/l', 'Jfr.pris 265,33 kr/l",['74563'],Flaska 750 ml,750.0,15.0,[],Null,"Merum Priorati', 'Mission Wine & Spirit AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '23/3 - 2016', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1270,Spanien,349,"Jfr.pris 465,33 kr/l', 'Jfr.pris 465,33 kr/l",['75100'],Flaska 750 ml,750.0,15.0,[],Null,"Hidalgo Albert S.L', 'Winebee AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '4/4 - 2016', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2009'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,Marrenon,Frankrike,129,"Jfr.pris 172,00 kr/l', 'Jfr.pris 172,00 kr/l",['73760'],Flaska 750 ml,750.0,13.5,[],Null,"Marrenon, Vignobles en Ventoux & Luberon', 'Fine Brands Sweden AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '26/2 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,Arvino,Italien,169,"Jfr.pris 225,33 kr/l', 'Jfr.pris 225,33 kr/l",['74783'],Flaska 750 ml,750.0,13.5,[],Null,"Cantine Statti', 'Vinlusen AB', 'Drycken finns i lager hos leverantör, inte hos Systembolaget. Den är inte provad av Systembolaget och därför visas ingen smakbeskrivning.', '28/2 - 2018', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2015'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
